ID,Name,Weight,Value
0004b45a,Steel Mace of Cold,14,140
000a69b8,Steel Mace of Dismay,14,151
0004b454,Steel Mace of Embers,14,131
000a69c0,Steel Mace of Fatigue,14,159
000a69ba,Steel Mace of Sapping,14,169
000a69bd,Steel Mace of Souls,14,142
0004b463,Steel Mace of Sparks,14,141
000c3de6,Blessed Imperial Sword,10,136
000a69d3,Blessed Steel Sword,10,167
000c3df1,Imperial Sword of Cold,10,98
000c3df7,Imperial Sword of Dismay,10,136
000c3df4,Imperial Sword of Embers,10,89
000c3dfa,Imperial Sword of Fatigue,10,144
000c3dee,Imperial Sword of Sapping,10,154
000c3de8,Imperial Sword of Souls,10,127
000c3deb,Imperial Sword of Sparks,10,99
0004602d,Iron Sword of Arcing,9,257
00046004,Iron Sword of Burning,9,235
00089715,Iron Sword of Cowardice,9,236
0005b475,Iron Sword of Draining,9,317
0004602a,Iron Sword of Frost,9,255
000896e0,Iron Sword of Soul Snares,9,238
0005bef8,Sanctified Iron Sword,9,304
0004b45d,Steel Sword of Cold,10,156
000a69c6,Steel Sword of Dismay,10,167
0004b451,Steel Sword of Embers,10,147
000a69d0,Steel Sword of Fatigue,10,175
000a69ca,Steel Sword of Sapping,10,185
0004b466,Steel Sword of Sparks,10,157
000a69b5,Blessed Steel Warhammer,25,196
000896d0,Iron Warhammer of Arcing,24,292
000896b8,Iron Warhammer of Burning,24,270
0008971b,Iron Warhammer of Cowardice,24,271
000896dc,Iron Warhammer of Draining,24,352
000896c4,Iron Warhammer of Frost,24,290
000896e5,Iron Warhammer of Soul Snares,24,273
00089706,Iron Warhammer of Weariness,24,331
000896fa,Sanctified Iron Warhammer,24,339
000a69a7,Steel Warhammer of Chills,25,185
000a69a2,Steel Warhammer of Dismay,25,196
000a69a5,Steel Warhammer of Embers,25,176
000a69b2,Steel Warhammer of Fatigue,25,204
000a69a9,Steel Warhammer of Sapping,25,214
000a69af,Steel Warhammer of Souls,25,187
000a69ac,Steel Warhammer of Sparks,25,186
000a7350,Hunting Bow of Arcing,7,282
000a7343,Hunting Bow of Burning,7,176
000a7346,Hunting Bow of Cowardice,7,177
000a734c,Hunting Bow of Draining,7,342
000a7349,Hunting Bow of Frost,7,280
000a7353,Hunting Bow of Soul Snares,7,263
000a7356,Hunting Bow of Weariness,7,321
000abb1e,Imperial Bow of Binding,8,347
000abb18,Imperial Bow of Diminishing,8,481
000abb0f,Imperial Bow of Fear,8,214
000abb15,Imperial Bow of Ice,8,385
000abb12,Imperial Bow of Scorching,8,221
000abb1b,Imperial Bow of Shocks,8,386
000abb21,Imperial Bow of Torpor,8,447
000abb24,Reverent Imperial Bow,8,527
000a7359,Sanctified Hunting Bow,7,329
0200d0c4,Crossbow of Arcing,14,352
0200d0cb,Crossbow of Burning,14,246
0200d0c7,Crossbow of Draining,14,412
0200d0c1,Crossbow of Soul Snares,14,333
0200d0be,Sanctified Crossbow,14,399
000896e9,Iron Battleaxe of Binding,20,370
000896d4,Iron Battleaxe of Diminishing,20,504
0008970a,Iron Battleaxe of Fear,20,369
000896bc,Iron Battleaxe of Ice,20,408
000896b3,Iron Battleaxe of Scorching,20,376
000896c8,Iron Battleaxe of Shocks,20,409
000896fe,Iron Battleaxe of Torpor,20,470
000896f2,Reverent Iron Battleaxe,20,550
000a6988,Sanctified Steel Battleaxe,21,295
000a697c,Steel Battleaxe of Arcing,21,248
000a56cf,Steel Battleaxe of Burning,21,226
000a6979,Steel Battleaxe of Cowardice,21,227
000a697f,Steel Battleaxe of Draining,21,308
000a6976,Steel Battleaxe of Frost,21,330
000a6982,Steel Battleaxe of Soul Snares,21,229
000a6985,Steel Battleaxe of Weariness,21,287
000896ec,Iron Dagger of Binding,2,325
000896d7,Iron Dagger of Diminishing,2,459
0008970d,Iron Dagger of Fear,2,324
000896bf,Iron Dagger of Ice,2,363
000896b5,Iron Dagger of Scorching,2,331
000896cb,Iron Dagger of Shocks,2,364
00089701,Iron Dagger of Torpor,2,425
000896f5,Reverent Iron Dagger,2,505
000a6a16,Sanctified Steel Dagger,2.5,297
000a6a0c,Steel Dagger of Arcing,2.5,250
000a6a03,Steel Dagger of Burning,2.5,228
000a6a00,Steel Dagger of Cowardice,2.5,229
000a6a09,Steel Dagger of Draining,2.5,310
000a6a06,Steel Dagger of Frost,2.5,248
000a6a10,Steel Dagger of Soul Snares,2.5,231
000a6a13,Steel Dagger of Weariness,2.5,289
000896ef,Iron Greatsword of Binding,16,365
000896da,Iron Greatsword of Diminishing,16,499
00089710,Iron Greatsword of Fear,16,364
000896c2,Iron Greatsword of Ice,16,403
000896b7,Iron Greatsword of Scorching,16,371
000896ce,Iron Greatsword of Shocks,16,404
00089704,Iron Greatsword of Torpor,16,465
000896f8,Reverent Iron Greatsword,16,545
000a69a0,Sanctified Steel Greatsword,17,369
000a6997,Steel Greatsword of Arcing,17,322
000a698e,Steel Greatsword of Burning,17,300
000a698b,Steel Greatsword of Cowardice,17,301
000a6994,Steel Greatsword of Draining,17,382
000a6991,Steel Greatsword of Frost,17,320
000a699a,Steel Greatsword of Soul Snares,17,303
000a699d,Steel Greatsword of Weariness,17,361
000896df,Iron Mace of Binding,13,350
0005b473,Iron Mace of Diminishing,13,352
00089713,Iron Mace of Fear,13,349
0004b151,Iron Mace of Ice,13,388
0004b14e,Iron Mace of Scorching,13,356
0004b154,Iron Mace of Shocks,13,257
0005b47c,Iron Mace of Torpor,13,450
0005bef6,Reverent Iron Mace,13,530
000a69c4,Sanctified Steel Mace,14,260
0004b464,Steel Mace of Arcing,14,213
0004b455,Steel Mace of Burning,14,191
000a69b9,Steel Mace of Cowardice,14,192
000a69bb,Steel Mace of Draining,14,273
0004b45b,Steel Mace of Frost,14,211
000a69be,Steel Mace of Soul Snares,14,194
000a69c1,Steel Mace of Weariness,14,252
0005bf0d,Ancient Nord Sword of Frost,12,243
000ddd6a,Honed Ancient Nord Sword of Cold,15,134
000c3dea,Imperial Sword of Arcing,10,171
000c3df3,Imperial Sword of Burning,10,149
000c3df6,Imperial Sword of Cowardice,10,177
000c3ded,Imperial Sword of Draining,10,258
000c3df0,Imperial Sword of Frost,10,169
000c3df8,Imperial Sword of Soul Snares,10,179
000896e1,Iron Sword of Binding,9,340
0005b476,Iron Sword of Diminishing,9,474
00089716,Iron Sword of Fear,9,339
0004602b,Iron Sword of Ice,9,378
00046017,Iron Sword of Scorching,9,346
00046050,Iron Sword of Shocks,9,379
0005bef9,Reverent Iron Sword,9,520
000c3de7,Sanctified Imperial Sword,10,245
000a69d4,Sanctified Steel Sword,10,324
0004b467,Steel Sword of Arcing,10,277
0004b452,Steel Sword of Burning,10,255
000a69c7,Steel Sword of Cowardice,10,256
000a69cb,Steel Sword of Draining,10,337
0004b45e,Steel Sword of Frost,10,275
000a69d1,Steel Sword of Weariness,10,316
0005bf10,Ancient Nord War Axe of Frost,14,245
000896e3,Iron War Axe of Binding,11,345
0005b479,Iron War Axe of Diminishing,11,479
00089719,Iron War Axe of Fear,11,344
0004b15a,Iron War Axe of Ice,11,383
0004b157,Iron War Axe of Scorching,11,351
0004b15d,Iron War Axe of Shocks,11,384
0005b482,Iron War Axe of Torpor,11,445
0005befc,Reverent Iron War Axe,11,525
000a69e3,Sanctified Steel War Axe,12,250
0004b46a,Steel War Axe of Arcing,12,203
0004b458,Steel War Axe of Burning,12,181
000a69d7,Steel War Axe of Cowardice,12,182
000a69da,Steel War Axe of Draining,12,263
0004b461,Steel War Axe of Frost,12,201
000a69dd,Steel War Axe of Soul Snares,12,184
000a69e0,Steel War Axe of Weariness,12,242
000896e6,Iron Warhammer of Binding,24,375
000896dd,Iron Warhammer of Diminishing,24,509
0008971c,Iron Warhammer of Fear,24,374
000896c5,Iron Warhammer of Ice,24,413
000896b9,Iron Warhammer of Scorching,24,381
000896d1,Iron Warhammer of Shocks,24,414
00089707,Iron Warhammer of Torpor,24,475
000896fb,Reverent Iron Warhammer,24,555
000a69b6,Sanctified Steel Warhammer,25,305
000a69ad,Steel Warhammer of Arcing,25,258
000a69a6,Steel Warhammer of Burning,25,236
000a69a3,Steel Warhammer of Cowardice,25,237
000a69aa,Steel Warhammer of Draining,25,318
000a69a8,Steel Warhammer of Frost,25,256
000a69b0,Steel Warhammer of Soul Snares,25,239
000a69b3,Steel Warhammer of Weariness,25,297
000aa166,Orcish Battleaxe of Absorption,25,434
000aa118,Orcish Battleaxe of Burning,25,375
000aa115,Orcish Battleaxe of Cowardice,25,376
000aa11e,Orcish Battleaxe of Draining,25,457
000aa11b,Orcish Battleaxe of Frost,25,395
000aa16c,Orcish Battleaxe of Gleaning,25,461
000aa169,Orcish Battleaxe of Siphoning,25,453
000aa124,Orcish Battleaxe of Soul Snares,25,378
000aa127,Orcish Battleaxe of Weariness,25,436
000aa12a,Sanctified Orcish Battleaxe,25,444
000a7354,Hunting Bow of Binding,7,365
000a734d,Hunting Bow of Diminishing,7,499
000a7347,Hunting Bow of Fear,7,232
000a734a,Hunting Bow of Ice,7,403
000a7344,Hunting Bow of Scorching,7,239
000a7351,Hunting Bow of Shocks,7,404
000a7357,Hunting Bow of Torpor,7,465
000a735a,Reverent Hunting Bow,7,545
0200d0c2,Crossbow of Binding,14,435
0200d0c9,Crossbow of Diminishing,14,569
0200d0cc,Crossbow of Scorching,14,309
0200d0c5,Crossbow of Shocks,14,474
0200d0bf,Reverent Crossbow,14,615
000aa16f,Orcish Dagger of Absorption,3,299
000aa139,Orcish Dagger of Arcing,3,262
000aa130,Orcish Dagger of Burning,3,240
000aa12d,Orcish Dagger of Cowardice,3,241
000aa136,Orcish Dagger of Draining,3,322
000aa133,Orcish Dagger of Frost,3,260
000aa175,Orcish Dagger of Gleaning,3,326
000aa172,Orcish Dagger of Siphoning,3,318
000aa13c,Orcish Dagger of Soul Snares,3,243
000aa13f,Orcish Dagger of Weariness,3,301
000aa142,Sanctified Orcish Dagger,3,334
000aa178,Orcish Greatsword of Absorption,18,419
000aa152,Orcish Greatsword of Arcing,18,382
000aa149,Orcish Greatsword of Burning,18,360
000aa146,Orcish Greatsword of Cowardice,18,361
000aa14f,Orcish Greatsword of Draining,18,442
000aa14c,Orcish Greatsword of Frost,18,380
000aa17a,Orcish Greatsword of Gleaning,18,446
000aa179,Orcish Greatsword of Siphoning,18,438
000aa181,Orcish Greatsword of Soul Snares,18,363
000aa184,Orcish Greatsword of Weariness,18,421
000aa187,Sanctified Orcish Greatsword,18,429
000aa18a,Orcish Mace of Absorption,15,374
000aa19f,Orcish Mace of Arcing,15,337
000aa196,Orcish Mace of Burning,15,315
000aa193,Orcish Mace of Cowardice,15,316
000aa19c,Orcish Mace of Draining,15,397
000aa199,Orcish Mace of Frost,15,335
000aa18c,Orcish Mace of Gleaning,15,401
000aa18b,Orcish Mace of Siphoning,15,393
000aa1a2,Orcish Mace of Soul Snares,15,318
000aa1a5,Orcish Mace of Weariness,15,376
000aa1a8,Sanctified Orcish Mace,15,384
000aa1ab,Orcish Sword of Absorption,11,344
000aa1be,Orcish Sword of Arcing,11,307
00052ff9,Orcish Sword of Burning,11,285
000aa1b4,Orcish Sword of Cowardice,11,286
000aa1bb,Orcish Sword of Draining,11,367
00052ffa,Orcish Sword of Frost,11,305
000aa1ad,Orcish Sword of Gleaning,11,371
000aa1ac,Orcish Sword of Siphoning,11,363
000aa1c1,Orcish Sword of Soul Snares,11,288
000aa1c4,Orcish Sword of Weariness,11,346
000aa1c6,Sanctified Orcish Sword,11,354
000aa1c9,Orcish War Axe of Absorption,13,359
000aa1de,Orcish War Axe of Arcing,13,322
000aa1d5,Orcish War Axe of Burning,13,300
000aa1d2,Orcish War Axe of Cowardice,13,301
000aa1db,Orcish War Axe of Draining,13,382
000aa1d8,Orcish War Axe of Frost,13,320
000aa1cb,Orcish War Axe of Gleaning,13,386
000aa1ca,Orcish War Axe of Siphoning,13,378
000aa1e1,Orcish War Axe of Soul Snares,13,303
000aa1e4,Orcish War Axe of Weariness,13,361
000aa1e5,Sanctified Orcish War Axe,13,369
000aa1eb,Orcish Warhammer of Absorption,26,449
000aa200,Orcish Warhammer of Arcing,26,412
000aa1ed,Orcish Warhammer of Burning,26,390
000aa1ec,Orcish Warhammer of Cowardice,26,391
000aa1fd,Orcish Warhammer of Draining,26,472
000aa1fa,Orcish Warhammer of Frost,26,410
000aa1f5,Orcish Warhammer of Gleaning,26,476
000aa1f4,Orcish Warhammer of Siphoning,26,468
000aa203,Orcish Warhammer of Soul Snares,26,393
000aa206,Orcish Warhammer of Weariness,26,451
000aa209,Sanctified Orcish Warhammer,26,459
000a6989,Reverent Steel Battleaxe,21,463
000a6983,Steel Battleaxe of Binding,21,283
000a6980,Steel Battleaxe of Diminishing,21,417
000a697a,Steel Battleaxe of Fear,21,282
000a6977,Steel Battleaxe of Ice,21,453
000a56d0,Steel Battleaxe of Scorching,21,289
000a697d,Steel Battleaxe of Shocks,21,322
000a6986,Steel Battleaxe of Torpor,21,383
000acb60,Orcish Bow of Arcing,9,382
000abb31,Orcish Bow of Burning,9,360
000abb25,Orcish Bow of Cowardice,9,361
000abb37,Orcish Bow of Draining,9,442
000abb34,Orcish Bow of Frost,9,380
000acb63,Orcish Bow of Soul Snares,9,363
000acb66,Orcish Bow of Weariness,9,421
000acb69,Sanctified Orcish Bow,9,429
000a6a17,Reverent Steel Dagger,2.5,513
000a6a11,Steel Dagger of Binding,2.5,333
000a6a0a,Steel Dagger of Diminishing,2.5,467
000a6a01,Steel Dagger of Fear,2.5,332
000a6a07,Steel Dagger of Ice,2.5,371
000a6a04,Steel Dagger of Scorching,2.5,339
000a6a0d,Steel Dagger of Shocks,2.5,372
000a6a14,Steel Dagger of Torpor,2.5,433
000a69a1,Reverent Steel Greatsword,17,585
000a699b,Steel Greatsword of Binding,17,405
000a6995,Steel Greatsword of Diminishing,17,539
000a698c,Steel Greatsword of Fear,17,404
000a6992,Steel Greatsword of Ice,17,443
000a6998,Steel Greatsword of Shocks,17,444
000a699e,Steel Greatsword of Torpor,17,505
000a69c5,Reverent Steel Mace,14,428
000a69bf,Steel Mace of Binding,14,248
000a69bc,Steel Mace of Diminishing,14,382
000a69c8,Steel Mace of Fear,14,247
0004b45c,Steel Mace of Ice,14,286
0004b456,Steel Mace of Scorching,14,254
0004b465,Steel Mace of Shocks,14,287
000a69c2,Steel Mace of Torpor,14,348
000c3df9,Imperial Sword of Binding,10,233
000c3dec,Imperial Sword of Diminishing,10,367
000c3df5,Imperial Sword of Fear,10,232
000c3def,Imperial Sword of Ice,10,244
000c3df2,Imperial Sword of Scorching,10,212
000c3de9,Imperial Sword of Shocks,10,245
000c3dfb,Imperial Sword of Torpor,10,333
000c3de4,Reverent Imperial Sword,10,413
000a69d5,Reverent Steel Sword,10,540
000a69cc,Steel Sword of Diminishing,10,494
000a69c9,Steel Sword of Fear,10,359
0004b45f,Steel Sword of Ice,10,398
0004b453,Steel Sword of Scorching,10,366
0004b468,Steel Sword of Shocks,10,399
000a69d2,Steel Sword of Torpor,10,460
000a69e4,Reverent Steel War Axe,12,418
000a69de,Steel War Axe of Binding,12,238
000a69db,Steel War Axe of Diminishing,12,372
000a69d8,Steel War Axe of Fear,12,237
0004b462,Steel War Axe of Ice,12,276
0004b459,Steel War Axe of Scorching,12,244
0004b46b,Steel War Axe of Shocks,12,277
000a69e1,Steel War Axe of Torpor,12,338
000a69b7,Reverent Steel Warhammer,25,473
000a69b1,Steel Warhammer of Binding,25,293
000a69ab,Steel Warhammer of Diminishing,25,427
000a69a4,Steel Warhammer of Fear,25,292
000a6a2c,Steel Warhammer of Ice,25,331
000a6a2a,Steel Warhammer of Scorching,25,299
000a69ae,Steel Warhammer of Shocks,25,332
000a69b4,Steel Warhammer of Torpor,25,393
0001da3b,Ebony War Axe of Animus,17,1305
0001d9bd,Ebony War Axe of Banishing,17,2212
0001db51,Ebony War Axe of Debilitation,17,1428
0001d9fb,Ebony War Axe of Depleting,17,1475
0001d9c0,Ebony War Axe of Despair,17,1285
0001d8ae,Ebony War Axe of Devouring,17,1604
0001d9c7,Ebony War Axe of Fire,17,1299
0001d9f2,Ebony War Axe of Freezing,17,1342
0001d9ba,Ebony War Axe of Harvesting,17,1482
0001d9fe,Ebony War Axe of Stunning,17,1377
0001da08,Ebony War Axe of Thunderbolts,17,1345
0001d8c7,Ebony War Axe of Winnowing,17,1465
0001db5b,Hallowed Ebony War Axe,17,1638
000aa125,Orcish Battleaxe of Binding,25,480
000aa167,Orcish Battleaxe of Consuming,25,665
000aa11f,Orcish Battleaxe of Diminishing,25,614
000aa116,Orcish Battleaxe of Fear,25,479
000aa16a,Orcish Battleaxe of Harrowing,25,607
000aa11c,Orcish Battleaxe of Ice,25,518
000aa16d,Orcish Battleaxe of Reaping,25,619
000aa119,Orcish Battleaxe of Scorching,25,486
000aa128,Orcish Battleaxe of Torpor,25,580
000aa12b,Reverent Orcish Battleaxe,25,660
000acb64,Orcish Bow of Binding,9,465
000abb38,Orcish Bow of Diminishing,9,599
000abb26,Orcish Bow of Fear,9,464
000abb35,Orcish Bow of Ice,9,503
000abb32,Orcish Bow of Scorching,9,471
000acb61,Orcish Bow of Shocks,9,504
000acb67,Orcish Bow of Torpor,9,565
000acb6a,Reverent Orcish Bow,9,645
000aa13d,Orcish Dagger of Binding,3,345
000aa170,Orcish Dagger of Consuming,3,530
000aa137,Orcish Dagger of Diminishing,3,479
000aa12e,Orcish Dagger of Fear,3,344
000aa173,Orcish Dagger of Harrowing,3,472
000aa134,Orcish Dagger of Ice,3,383
000aa176,Orcish Dagger of Reaping,3,484
000aa131,Orcish Dagger of Scorching,3,351
000aa13a,Orcish Dagger of Shocks,3,384
000aa140,Orcish Dagger of Torpor,3,445
000aa143,Reverent Orcish Dagger,3,525
000aa182,Orcish Greatsword of Binding,18,465
000aa17b,Orcish Greatsword of Consuming,18,650
000aa150,Orcish Greatsword of Diminishing,18,599
000aa147,Orcish Greatsword of Fear,18,464
000aa17d,Orcish Greatsword of Harrowing,18,592
000aa14d,Orcish Greatsword of Ice,18,503
000aa17f,Orcish Greatsword of Reaping,18,604
000aa14a,Orcish Greatsword of Scorching,18,471
000aa153,Orcish Greatsword of Shocks,18,504
000aa185,Orcish Greatsword of Torpor,18,565
000aa188,Reverent Orcish Greatsword,18,645
000aa1a3,Orcish Mace of Binding,15,420
000aa18d,Orcish Mace of Consuming,15,605
000aa19d,Orcish Mace of Diminishing,15,554
000aa194,Orcish Mace of Fear,15,419
000aa18f,Orcish Mace of Harrowing,15,547
000aa19a,Orcish Mace of Ice,15,458
000aa191,Orcish Mace of Reaping,15,559
000aa197,Orcish Mace of Scorching,15,426
000aa1a0,Orcish Mace of Shocks,15,459
000aa1a6,Orcish Mace of Torpor,15,520
000aa1a9,Reverent Orcish Mace,15,600
000aa1c2,Orcish Sword of Binding,11,390
000aa1ae,Orcish Sword of Consuming,11,575
000aa1bc,Orcish Sword of Diminishing,11,524
000aa1b5,Orcish Sword of Fear,11,389
000aa1b0,Orcish Sword of Harrowing,11,517
000aa1b9,Orcish Sword of Ice,11,428
000aa1b2,Orcish Sword of Reaping,11,529
000aa1b7,Orcish Sword of Scorching,11,396
000aa1bf,Orcish Sword of Shocks,11,429
000aa1c5,Orcish Sword of Torpor,11,490
000aa1c7,Reverent Orcish Sword,11,570
000aa1e2,Orcish War Axe of Binding,13,405
000aa1cc,Orcish War Axe of Consuming,13,590
000aa1dc,Orcish War Axe of Diminishing,13,539
000aa1d3,Orcish War Axe of Fear,13,404
000aa1ce,Orcish War Axe of Harrowing,13,532
000aa1d9,Orcish War Axe of Ice,13,443
000aa1d0,Orcish War Axe of Reaping,13,544
000aa1d6,Orcish War Axe of Scorching,13,411
000aa1df,Orcish War Axe of Shocks,13,444
000aa1e7,Orcish War Axe of Torpor,13,505
000aa1e9,Reverent Orcish War Axe,13,585
000aa204,Orcish Warhammer of Binding,26,495
000aa1f2,Orcish Warhammer of Consuming,26,680
000aa1fe,Orcish Warhammer of Diminishing,26,629
000aa1ee,Orcish Warhammer of Fear,26,494
000aa1f6,Orcish Warhammer of Harrowing,26,622
000aa1fb,Orcish Warhammer of Ice,26,533
000aa1f8,Orcish Warhammer of Reaping,26,634
000aa1f0,Orcish Warhammer of Scorching,26,501
000aa201,Orcish Warhammer of Shocks,26,534
000aa207,Orcish Warhammer of Torpor,26,595
000aa20a,Reverent Orcish Warhammer,26,675
00029b94,Minor Staff of Turning,8,556
00029b8b,Staff of Calm,8,1153
00029b8c,Staff of Fear,8,2443
0004c6ca,Staff of Firebolts,8,456
0004ded8,Staff of Ice Spikes,8,511
0004dee3,Staff of Lightning Bolts,8,538
000be121,Staff of Magelight,8,239
00029b76,Staff of Reanimation,8,949
000be122,Staff of Soul Trapping,8,986
00029b78,Staff of the Flame Atronach,8,727
00029b93,Staff of the Healing Hand,8,198
000aa12c,Hallowed Orcish Battleaxe,25,938
000aa126,Orcish Battleaxe of Animus,25,605
000aa129,Orcish Battleaxe of Debilitation,25,728
000aa120,Orcish Battleaxe of Depleting,25,775
000aa117,Orcish Battleaxe of Despair,25,585
000aa168,Orcish Battleaxe of Devouring,25,904
000aa11a,Orcish Battleaxe of Fire,25,599
000aa11d,Orcish Battleaxe of Freezing,25,642
000aa16e,Orcish Battleaxe of Harvesting,25,782
000aa16b,Orcish Battleaxe of Winnowing,25,765
000acb6b,Hallowed Orcish Bow,9,923
000acb65,Orcish Bow of Animus,9,590
000acb68,Orcish Bow of Debilitation,9,713
000abb39,Orcish Bow of Depleting,9,760
000abb27,Orcish Bow of Despair,9,570
000abb33,Orcish Bow of Flames,9,584
000abb36,Orcish Bow of Freezing,9,627
000acb62,Orcish Bow of Thunderbolts,9,630
000aa144,Hallowed Orcish Dagger,3,803
000aa13e,Orcish Dagger of Animus,3,470
000aa141,Orcish Dagger of Debilitation,3,593
000aa138,Orcish Dagger of Depleting,3,640
000aa12f,Orcish Dagger of Despair,3,450
000aa171,Orcish Dagger of Devouring,3,769
000aa132,Orcish Dagger of Flames,3,464
000aa135,Orcish Dagger of Freezing,3,507
000aa177,Orcish Dagger of Harvesting,3,647
000aa13b,Orcish Dagger of Thunderbolts,3,510
000aa174,Orcish Dagger of Winnowing,3,630
000aa189,Hallowed Orcish Greatsword,18,923
000aa183,Orcish Greatsword of Animus,18,590
000aa186,Orcish Greatsword of Debilitation,18,713
000aa151,Orcish Greatsword of Depleting,18,760
000aa148,Orcish Greatsword of Despair,18,570
000aa17c,Orcish Greatsword of Devouring,18,889
000aa14b,Orcish Greatsword of Flames,18,584
000aa14e,Orcish Greatsword of Freezing,18,627
000aa180,Orcish Greatsword of Harvesting,18,767
000aa154,Orcish Greatsword of Thunderbolts,18,630
000aa17e,Orcish Greatsword of Winnowing,18,750
000aa1aa,Hallowed Orcish Mace,15,878
000aa1a4,Orcish Mace of Animus,15,545
000aa1a7,Orcish Mace of Debilitation,15,668
000aa19e,Orcish Mace of Depleting,15,715
000aa195,Orcish Mace of Despair,15,525
000aa18e,Orcish Mace of Devouring,15,844
000aa198,Orcish Mace of Flames,15,539
000aa19b,Orcish Mace of Freezing,15,582
000aa192,Orcish Mace of Harvesting,15,722
000aa1a1,Orcish Mace of Thunderbolts,15,585
000aa190,Orcish Mace of Winnowing,15,705
000aa1c8,Hallowed Orcish Sword,11,848
000aa1c3,Orcish Sword of Animus,11,515
000aa1e6,Orcish Sword of Debilitation,11,638
000aa1bd,Orcish Sword of Depleting,11,685
000aa1b6,Orcish Sword of Despair,11,495
000aa1af,Orcish Sword of Devouring,11,814
000aa1b8,Orcish Sword of Flames,11,509
000aa1ba,Orcish Sword of Freezing,11,552
000aa1b3,Orcish Sword of Harvesting,11,692
000aa1c0,Orcish Sword of Thunderbolts,11,555
000aa1b1,Orcish Sword of Winnowing,11,675
000aa1ea,Hallowed Orcish War Axe,13,863
000aa1e3,Orcish War Axe of Animus,13,530
000aa1e8,Orcish War Axe of Debilitation,13,653
000aa1dd,Orcish War Axe of Depleting,13,700
000aa1d4,Orcish War Axe of Despair,13,510
000aa1cd,Orcish War Axe of Devouring,13,829
000aa1d7,Orcish War Axe of Flames,13,524
000aa1da,Orcish War Axe of Freezing,13,567
000aa1d1,Orcish War Axe of Harvesting,13,707
000aa1e0,Orcish War Axe of Thunderbolts,13,570
000aa1cf,Orcish War Axe of Winnowing,13,690
000aa20b,Hallowed Orcish Warhammer,26,953
000aa205,Orcish Warhammer of Animus,26,620
000aa208,Orcish Warhammer of Debilitation,26,743
000aa1ff,Orcish Warhammer of Depleting,26,790
000aa1ef,Orcish Warhammer of Despair,26,600
000aa1f3,Orcish Warhammer of Devouring,26,919
000aa1f1,Orcish Warhammer of Flames,26,614
000aa1fc,Orcish Warhammer of Freezing,26,657
000aa1f9,Orcish Warhammer of Harvesting,26,797
000aa202,Orcish Warhammer of Thunderbolts,26,660
000aa1f7,Orcish Warhammer of Winnowing,26,780
0005bf06,Ancient Nord Battle Axe of Frost,22,258
000acb94,Dwarven Battleaxe of Absorption,23,569
000acba9,Dwarven Battleaxe of Arcing,23,532
000acba0,Dwarven Battleaxe of Burning,23,510
000acb9d,Dwarven Battleaxe of Cowardice,23,511
000acba6,Dwarven Battleaxe of Draining,23,592
000acba3,Dwarven Battleaxe of Frost,23,530
000acb9a,Dwarven Battleaxe of Gleaning,23,596
000acb97,Dwarven Battleaxe of Siphoning,23,588
000acbac,Dwarven Battleaxe of Soul Snares,23,513
000acbaf,Dwarven Battleaxe of Weariness,23,571
000ddd64,Honed Ancient Nord Battle Axe of Cold,25,161
000acbb2,Sanctified Dwarven Battleaxe,23,579
000acb88,Dwarven Bow of Arcing,10,327
000acb7f,Dwarven Bow of Burning,10,305
000acb7c,Dwarven Bow of Cowardice,10,306
000acb85,Dwarven Bow of Draining,10,387
000acb82,Dwarven Bow of Frost,10,325
000acb8b,Dwarven Bow of Soul Snares,10,308
000acb8e,Dwarven Bow of Weariness,10,366
000acb92,Sanctified Dwarven Bow,10,374
000acbc1,Dwarven Dagger of Absorption,3.5,324
000acbd8,Dwarven Dagger of Arcing,3.5,287
000acbcf,Dwarven Dagger of Burning,3.5,265
000acbca,Dwarven Dagger of Cowardice,3.5,266
000acbd5,Dwarven Dagger of Draining,3.5,347
000acbd2,Dwarven Dagger of Frost,3.5,285
000acbc7,Dwarven Dagger of Gleaning,3.5,351
000acbc4,Dwarven Dagger of Siphoning,3.5,343
000acbdb,Dwarven Dagger of Soul Snares,3.5,268
000acbde,Dwarven Dagger of Weariness,3.5,326
000acbe1,Sanctified Dwarven Dagger,3.5,334
0005bf0a,Ancient Nord Greatsword of Frost,18,265
000acbe4,Dwarven Greatsword of Absorption,19,539
000acbfb,Dwarven Greatsword of Arcing,19,502
000acbf1,Dwarven Greatsword of Burning,19,480
000acbee,Dwarven Greatsword of Cowardice,19,481
000acbf7,Dwarven Greatsword of Draining,19,562
000acbf4,Dwarven Greatsword of Frost,19,500
000acbea,Dwarven Greatsword of Gleaning,19,566
000acbe7,Dwarven Greatsword of Siphoning,19,558
000acbfe,Dwarven Greatsword of Soul Snares,19,483
000acc01,Dwarven Greatsword of Weariness,19,541
000ddd67,Honed Ancient Nord Greatsword of Cold,21,174
000acc04,Sanctified Dwarven Greatsword,19,549
000acc07,Dwarven Mace of Absorption,16,459
000acc1e,Dwarven Mace of Arcing,16,422
000acc14,Dwarven Mace of Burning,16,400
000acc11,Dwarven Mace of Cowardice,16,401
000acc1a,Dwarven Mace of Draining,16,482
000acc17,Dwarven Mace of Frost,16,420
000acc0d,Dwarven Mace of Gleaning,16,486
000acc0a,Dwarven Mace of Siphoning,16,478
000acc21,Dwarven Mace of Soul Snares,16,403
000acc24,Dwarven Mace of Weariness,16,461
000acc27,Sanctified Dwarven Mace,16,469
0005bf0e,Ancient Nord Sword of Ice,12,366
